species
Acanthodactylus pardalis
Acanthodactylus scutellatus
Acanthodiacrodium angustum
Acantholatris monodactylus
Acantholeucania loreyi
Acanthomenia arcuata
Acanthomichelinoceras commutatum
Acanthomicmacca neltneri
Acanthomolgus telestophilus
Acanthopagrus australis
Acanthopagrus berda
Acanthopagrus bifasciatus
Acanthopagrus catenula
Acanthopagrus latus
Acanthopagrus omanensis
Acanthopagrus vagus
Acanthoplus discoidalis
Acanthoscelides macrophthalmus
Acanthoscelides obtectus
Acanthosicyos horridus
Acanthosicyos naudinianus
Acanthospermum glabratum
Acanthospermum hispidum
Acanthostomum sp
Acanthotoposaurus bremneri
Acanthurus nigricauda
Acanthurus xanthopterus
Acanthus montanus
Acanthus pubescens
Acarinina bullbrooki
Acarospora placodiiformis
Acarothrix umgenica
Acartia clausi
Acartia longipatella
Acartia natalensis
Acartiella natalensis
Acarus siro
Acaulospora denticulata
Acaulospora laevis
Acaulospora mellea
Acaulospora scrobiculata
Acaulospora sp
Acaulospora spinosa
Acaulospora tuberculata
Accipiter francesiae
Accipiter henstii
Accipiter melanoleucus
Accipiter nisus
Accipiter species
Accipiter tachiro
Aceodromus convolvuli
Acer obtusatum
Acer saccharinum
Aceratherium acutirostratum
Aceratherium sp
Aceria ficus
Aceria guerreronis
Aceria kuko
Aceria lantanae
Acetes erythraeus
Acetes sp
Acetobacter aceti
Acetobacter lovaniensis
Acetobacter orientalis
Acetobacter pasteurianus
Acetonema longum
Acharia tragodes
Achatina fulica
Achelia echinata
Acherontia atropos
Achguigites tafilaltensis
Achillea ageratum
Achillea ligustica
Achillea millefolium
Achlya abortispora
Achnanthes exigua
Achnanthes minutissima
Achnanthidium minutissimum
Acholeplasma laidlawii
Achroia grisella
Achromobacter denitrificans
Achromobacter iophagus
Achromobacter sp
Achromobacter xylosoxidans
Achyranthes aspera
Achyranthes bidentata
Achyrospermum schimperi
Acicula algerensis
Acicula lallemanti
Acidithiobacillus caldus
Acidithiobacillus ferrooxidans
Acidithiobacillus thiooxidans
Acidothermus cellulolyticus
Acidovorax citrulli
Acinetobacter baumanii
Acinetobacter baumannii
Acinetobacter calcoaceticus
Acinetobacter haemolyticus
Acinetobacter lwoffii
Acinetobacter sp
Acinipe calabra
Acinonyx jubatus
Acioa barteri
Acipenser sturio
Acmadenia alternifolia
Acmadenia obtusata
Acmadenia sheilae
Acmella uliginosa
Acomys cahirinus
Acomys dimidiatus
Acomys percivali
Acomys russatus
Acomys spinosissimus
Acomys subspinosus
Acomys wilsoni
Aconophora compressa
Acontias breviceps
Acontias gracilicauda
Acontias meleagris
Acontias percivali
Acontias plumbeus
Acorus calamus
Acorypha glaucopsis
Acraea acerata
Acraea encedana
Acraea encedon
Acraea ventura
Acraea zetes
Acrantophis dumerili
Acrapex lepta
Acremonium cf
Acremonium coenophialum
Acremonium sect
Acremonium strictum
Acridocarpus vivy
Acridotheres tristis
Acridotheris tristis
Acrocephalus arundinaceus
Acrocephalus griseldis
Acrocephalus newtoni
Acroceras amplectens
Acroceras macrum
Acrodonta irerhi
Acrolophia cochlearis
Acropoma japonicum
Acropora austera
Acropora cervicornis
Acropora clathrata
Acropora formosa
Acropora hyacinthus
Acropora muricata
Acropora sp
Acropora spp
Acroscyphus sphaerophoroides
Acrosorium cincinnatum
Acrostichum aureum
Acrotome inflata
Acrotylus blondeli
Acrotylus patruelis
Actinella punctata
Actinia equina
Actinia nigropunctata
Actinidia deliciosa
Actinobacillus actinomycetemcomitans
Actinobacillus pleuropneumoniae
Actinobacillus seminis
Actinobacillus succinogenes
Actinobacillus ureae
Actinocyclus curvatulus
Actinomadura cremea
Actinomadura madurae
Actinomadura sp
Actinomyces israelii
Actinomyces naeslundii
Actinomyces pyogenes
Actinopolyspora iraqiensis
Actinopolyspora mortivallis
Actinopyga bannwarthi
Actinostreon gregareum
Actinote anteas
Acuaria gruveli
Aculops fuchsiae
Acunomia nilssoni
Acutogordius protectus
Acyrthosiphon kondoi
Acyrthosiphon pisum
Adalia decempunctata
Adansonia digitata
Adansonia grandidieri
Adansonia gregorii
Adansonia madagascariensis
Adansonia rubrostipa
Adelges abietis
Adelges cooleyi
Adelges piceae
Adelges tsugae
Adelophryne gutturosa
Adelophryne patamona
Adenandra obtusata
Adenandra villosa
Adenia bequaertii
Adenia globosa
Adenia gummifera
Adenia kigogoensis
Adenia litoralis
Adenia mcdadiana
Adenia metamorpha
Adenia sp
Adenium boehmianum
Adenium obesum
Adenocarpus decorticans
Adenocarpus mannii
Adenocolus psydraxi
Adenodolichos rhomboideus
Adenolobus garipensis
Adenophlebia auriculata
Adenota kob
Adetomyrma venatrix
Adiagoceras taouzense
Adiantum pallens
Admetula afra
Admetula epula
Adolfus alleni
Adolfus jacksoni
Adolfus vauereselli
Adonis sp
Adoretus albosetosus
Adryinus mostovskii
Aecidium antholyzae
Aecidium capense
Aecidium dielsii
Aecidium elytropappi
Aecidium myrsiphylli
Aecidium nairobianum
Aecidium osteospermi
Aecidium schlechterianum
Aedes aegypti
Aedes africanus
Aedes albopictus
Aedes bromeliae
Aedes caspius
Aedes circumluteolus
Aedes communis
Aedes cordellieri
Aedes demeilloni
Aedes detritus
Aedes formosus
Aedes furcifer
Aedes ledgeri
Aedes lilii
Aedes luteocephalus
Aedes mariae
Aedes mcintoshi
Aedes metallicus
Aedes ochraceus
Aedes polynesiensis
Aedes quasiunivittatus
Aedes segermanae
Aedes simpsoni
Aedes sp
Aedes spp
Aedes stegomyia
Aedes taylori
Aedes tricholabis
Aedes vexans
Aega rosacea
Aegiceras corniculatum
Aegilops geniculata
Aegilops kotschyi
Aegilops peregrina
Aegilops sharonensis
Aegilops speltoides
Aegilops squarrosa
Aegilops tauschii
Aegilops variabilis
Aegilops ventricosa
Aegopodium podagraria
Aegypius tracheliotos
Aegypius tracheliotus
Aegyptianella pullorum
Aegyptopithecus zeuxis
Aelurillus m-nigrum
Aelurillus mirabilis
Aeluropus littoralis
Aenictus aratus
Aenictus gracilis
Aenictus laeviceps
Aenictus sp
Aenictus weissi
Aeodes orbitosa
Aeollanthus parvifolius
Aeollanthus pubescens
Aeonium arboreum
Aepyceros melampus
Aepyornis sp
Aequipecten macrotis
Aequipecten opercularis
Aequipecten seniensis
Aequorea aequorea
Aequorea forskalea
Aequorea victoria
Aerangis brachycarpa
Aerangis confusa
Aeranthes henrici
Aerococcus sp
Aerococcus urinaeequi
Aeromonas caviae
Aeromonas hydrophila
Aeromonas salmonicida
Aeromonas shigelloides
Aeromonas sobria
Aeropetes tulbaghia
Aeschynomene afraspera
Aeschynomene americana
Aeschynomene histrix
Aesculus hippocastanum
Aeshna cyanea
Aeshna mixta
Aethina concolor
Aethina tumida
Aethomys chrysophilus
Aethomys hindei
Aethomys ineptus
Aethomys modernis
Aethomys namaquensis
Aetideopsis carinata
Aetobatus narinari
Afraegle paniculata
Aframomum alboviolaceum
Aframomum arundinaceum
Aframomum aulacocarpos
Aframomum citratum
Aframomum dalzielii
Aframomum hanburyi
Aframomum kayserianum
Aframomum letestuanum
Aframomum melegueta
Aframomum polyanthum
Aframomum pruinosum
Aframomum sceptrum
Aframomum stipulatum
Aframomum sulcatum
Aframomum zambesiacum
Afrevania leroyi
Africanastrongylus buceros
Afrobella delamarei
Afrobolivina afra
Afrobrianax ferdyi
Afrocaecilia taitana
Afrocaecilia taitanus
Afrocarpus falcatus
Afrocercus guinensis
Afrocercus inflatus
Afrocercus sartorii
Afrocypris barnardi
Afroedura hawequensis
Afrogyrus coretus
Afrohyrax championi
Afrolernaea longicollis
Afrolittorina africana
Afrolittorina knysnaensis
Afromysis kensleyi
Afronurus barnardi
Afronurus harrisoni
Afropavo congensis
Afropithecus turkanensis
Afrormosia elata
Afrosmilus turkanae
Afrostyrax lepidophyllus
Afrothismia foertheriana
Afrothismia hydra
Afrothrix darbyshirei
Afurcagobius suppositus
Afzelia africana
Afzelia bipindensis
Afzelia quanzensis
Agabiformius lentus
Agabus brunneus
Agalinis acuta
Agalinis decemloba
Agalinis obtusifolia
Agalinis setacea
Agalinis skinneriana
Agalinis tenella
Agama aculeata
Agama atra
Agama boueti
Agama caudospinosa
Agama hispida
Agama impalearis
Agama lionotus
Agama planiceps
Agapanthus africanus
Agapanthus campanulatus
Agapanthus praecox
Agapornis lilianae
Agapornis nigrigenis
Agaricus bisporus
Agaricus pachyphyllus
Agaricus xanthodermus
Agathosma barosmaefolia
Agathosma bathii
Agathosma betulina
Agathosma capensis
Agathosma collina
Agathosma crenulata
Agathosma hirsuta
Agathosma lanata
Agathosma namaquensis
Agathosma ovalifolia
Agathosma ovata
Agathosma parva
Agathosma pubigera
Agathosma pungens
Agathosma roodebergensis
Agathosma stipitata
Agathosma zwartbergense
Agauria salicifolia
Agave americana
Agave angustifolia
Agave attenuata
Agave lechuguilla
Agave palmeri
Agave sisalana
Agave vivipara
Agave wercklei
Agelaea obliqua
Agelaia multipicta
Agelanthus natalitius
Agema silvaepalustris
Ageratina adenophora
Ageratum conyzoides
Ageratum houstonianum
Agfa flexilis
Aggregatibacter actinomycetemcomitans
Agistemus floridanus
Agkistrodon contortrix
Aglaia odorata
Aglaura hemistoma
Aglyptodactylus laticeps
Aglyptodactylus madagascariensis
Aglyptodactylus securifer
Agoultichthys chattertoni
Agouti paca
Agraulos quadrangularis
Agriocnemis angolensis
Agriophyllum squarrosum
Agriostomum gorgonis
Agriotherium africanum
Agrius convolvuli
Agrobacterium radiobacter
Agrobacterium rhizogenes
Agrobacterium tumefaciens
Agrobacterium vitis
Agromonas oligotrophica
Agrostis magellanica
Agrostis stolonifera
Agrostis trachyphylla
Agrotis ipsilon
Agrotis segetum
Aguaria salicifolia
Aidia ochroleuca
Ailanthus altissima
Ailanthus triphysa
Ailurus fulgens
Aiolopus thalassinus
Ajuga decumbens
Ajuga iva
Ajuga remota
Akashiwo sanguinea
Akelbaster novaecaledoniae
Alabama argillacea
Alabastrina soluta
Alaeuris numidica
Alafia multiflora
Alagoasa extrema
Alaranea alba
Alaranea ardua
Alaranea betsileo
Alaranea merina
Alauda arvensis
Albanycada albigera
Alberta magna
Albertisia delagoensis
Albertisia villosa
Albizia adianthifolia
Albizia amara
Albizia anthelmintica
Albizia antunesiana
Albizia bernieri
Albizia boromoensis
Albizia coriaria
Albizia ferruginea
Albizia grandibracteata
Albizia gummifera
Albizia harveyi
Albizia harveyii
Albizia lebbeck
Albizia schimperana
Albizia schimperiana
Albizia tanganyicensis
Albizia versicolor
Albizia zygia
Albizzia gummifera
Albizzia julibrissin
Albuca bracteata
Albuca caudata
Albuca fastigiata
Albuca pachychlamys
Albuca rautanenii
Albuca setosa
Albuca subgen
Albuca tenuifolia
Albugo tragopogonis
Albunea bulla
Albunea danai
Albunea mariellae
Albunea thurstoni
Alburnoides fasciatus
Alburnoides kubanicus
Alburnoides ohridanus
Alburnoides prespensis
Alburnus alburnus
Alburnus belvica
Alca ausonia
Alcaligenes faecalis
Alcaligenes latus
Alcaligenes sp
Alcaligenes xylosoxidans
Alcedo cristata
Alcelaphine herpesvirus
Alcelaphus buselaphus
Alcelaphus caama
Alces alces
Alchornea cordifolia
Alchornea floribunda
Alchornea laxiflora
Alcidion cereicola
Alcidodes sedi
Alcolapia grahami
Alcolapia latilabris
Alcolapia ndalalani
Alcyonidium nodosum
Alcyonium aureum
Aldabrachelys abrupta
Aldabrachelys gigantea
Alebion carchariae
Alebion crassus
Alectis alexandrinus
Alectoris melanocephala
Alectoris rufa
Alectra alba
Alectra vogelii
Alectroenas madagascariensis
Alectroenas pulcherrima
Aleiodes sp
Alella gibbosa
Alella macrotrachelus
Alepidea amatymbica
Alepidea natalensis
Alestes baremose
Alestes inferus
Alestes liebrechtsii
Alestes stuhlmanni
Alethe poliocephala
Aleurocanthus spiniferus
Aleurodicus dispersus
Aleurotrachelus socialis
Alexandrium catenella
Alexandrium minutum
Alexia acuminata
Alexia pulchella
Alfonsiella binghami
Algaria nataliei
Algarobius bottimeri
Algarobius prosopis
Algeripithecus minutus
Alicyclobacillus acidocaldarius
Alicyclobacillus acidoterrestris
Alicyclobacillus pomorum
Aliivibrio fischeri
Alisogymnium euclaense
Alkaliphilus transvaalensis
Allanblackia floribunda
Allanblackia gabonensis
Allanblackia monticola
Allanblackia parviflora
Allanblackia stanerana
Allantosoma multisuctores
Alle alle
Allenopithecus nigroviridis
Allexis cauliflora
Alliaria petiolata
Alligator mississippiensis
Allium cepa
Allium rothii
Allium sativum
Allium schoenoprasum
Allium species
Allium truncatum
Allocebus trichotis
Allocyttus sp
Allodape rufogastra
Allolobophora borellii
Allolobophora caliginosa
Allolobophora chlorotica
Allolobophoridella eiseni
Allomerus octoarticulatus
Allophylus natalensis
Alloporus uncinatus
Alloposus mollis
Alloscardovia omnicolens
Alloteropsis semialata
Alloxysta sp
Alluaudia comosa
Alma emini
Alma nilotica
Almophrya bivacuolata
Alnus acuminata
Alnus glutinosa
Alnus species
Alocasia amazonica
Alocoelidia fulva
Aloe africana
Aloe ammophila
Aloe ampefyana
Aloe arborescens
Aloe aristata
Aloe barbadensis
Aloe barberae
Aloe broomii
Aloe buettneri
Aloe candelabrum
Aloe castanea
Aloe clarkei
Aloe claviflora
Aloe corallina
Aloe dawei
Aloe dichotoma
Aloe divaricata
Aloe ellenbeckii
Aloe excelsa
Aloe ferox
Aloe fibrosa
Aloe gariepensis
Aloe graminicola
Aloe greatheadii
Aloe hereroensis
Aloe hybrid
Aloe inconspicua
Aloe jibisana
Aloe kaokoensis
Aloe karasbergensis
Aloe littoralis
Aloe maculata
Aloe marlothii
Aloe microstigma
Aloe minima
Aloe ngongensis
Aloe omavandae
Aloe peglerae
Aloe pillansii
Aloe plicatilis
Aloe polyphylla
Aloe pruinosa
Aloe rupestris
Aloe scabrifolia
Aloe sect
Aloe secundiflora
Aloe speciosa
Aloe spectabilis
Aloe spp
Aloe striata
Aloe tenuior
Aloe turkanensis
Aloe vanrooyenii
Aloe vera
Aloe vryheidensis
Aloe werneri
Aloe zebrina
Alofia parva
Alofia simpsoni
Alona eximia
Alonella exigua
Alonella exisa
Alonella fitzpatricki
Alonella nana
Alopecurus myosuroides
Alopias vulpinus
Alopochen aegyptiaca
Alopochen aegyptiacus
Alosa aestivalis
Alosa fallax
Alosa pseudoharengus
Alouatta palliata
Alouatta seniculus
Aloysia triphylla
Alpha proteobacteria
Alphestes afer
Alpinia galanga
Alsophila sect
Alstonia boonei
Alstonia congensis
Alstonia macrophylla
Alstonia scholaris
Alternanthera philoxeroides
Alternanthera sessilis
Alternaria alternata
Alternaria bataticola
Alternaria cassiae
Alternaria citri
Alternaria padwickii
Alternaria passiflorae
Alternaria porri
Alternaria sesami
Alternaria solani
Alternaria sp
Alternaria tenuissima
Alternaria zinniae
Altolamprologus compressiceps
Alueva venulosa
Alyssum atlanticum
Alyssum inflatum
Alyssum lanceolatum
Alyssum lesbiacum
Alytes cisternasii
Alytes dickhilleni
Alytes maurus
Alytes muletensis
Alytes obstetricans
Amalotermes phaecocephalus
Amanita pantherina
Amanita pleropus
Amaranthus caudatus
Amaranthus cruentus
Amaranthus dubius
Amaranthus graecizans
Amaranthus hybridus
Amaranthus hypochondriacus
Amaranthus lividus
Amaranthus retroflexus
Amaranthus sp
Amaranthus species
Amaranthus spinosus
Amaranthus tricolor
Amaranthus viridis
Amaryllis belladonna
Amaryllis capensis
Amauris ochlea
Amaurobioides africanus
Amaurolithus primus
Amazilia beryllina
Amazilia candida
Amazilia cyanocephala
Amazilia rutila
Amazilia tzacatl
Amazilia violiceps
Amazilia yucatanensis
Amazona ventralis
Ambassis ambassis
Ambassis natalensis
Ambassis sp
Ambavia gerrardii
Ambilobeia karojoi
Amblydromalus manihoti
Amblyodipsas polylepis
Amblyodipsas unicolor
Amblyodipsas ventrimaculata
Amblyomma americanum
Amblyomma cajennense
Amblyomma exornatum
Amblyomma flavomaculatum
Amblyomma gemma
Amblyomma geochelone
Amblyomma hebraeum
Amblyomma latum
Amblyomma lepidum
Amblyomma marmoreum
Amblyomma nuttalli
Amblyomma rhinocerotis
Amblyomma sp
Amblyomma sparsum
Amblyomma sylvaticum
Amblyomma testudinarium
Amblyomma transversale
Amblyomma variegatum
Amblyospiza albifrons
Amblyraja taaf
Amblyrhynchotes honckenii
Amblyscelio striaticeps
Amblyseius andersoni
Amblyseius californicus
Amblyseius cucumeris
Amblyseius rykei
Amblyseius swirskii
Amblysomus hottentotus
Ambrosia artemisiifolia
Ambrosia chamissonis
Ambrosiella beaveri
Ambrosiella sp
Amburana acreana
Amburana cearensis
Ambylomma variegatum
Amegilla fallax
Ameiva ameiva
Amietia angolensis
Amietia fuscigula
Amietia ruwenzorica
Amietia umbraculata
Amietia vertebralis
Amietia wittei
Amietophrynus garmani
Amietophrynus gutturalis
Amietophrynus maculatus
Amietophrynus pantherinus
Amietophrynus poweri
Amietophrynus regularis
Amietophrynus superciliaris
Amitermes hastatus
Ammi majus
Ammi visnaga
Ammobaculites coprolithiformis
Ammocharis coranica
Ammocharis tinneana
Ammodaucus leucotrichus
Ammodiscus latus
Ammoides atlantica
Ammoides pusilla
Ammoides verticillata
Ammomanes cinctura
Ammomanes deserti
Ammomanopsis grayi
Ammophila arenaria
Ammophila breviligulata
Ammothella longioculata
Ammothella longipes
Ammotragus lervia
Amorphophallus bequaertii
Amorphophallus hildebrandtii
Ampelita fulgurata
Ampelita julii
Ampelita xystera
Ampelodesma mauritanica
Ampelodesmos mauritanicus
Amperaturus rensburgi
Amphibiophilus natalensis
Amphibola crenata
Amphibolis griffithii
Amphicallia pactolicus
Amphicephalozia africana
Amphicyon galushai
Amphidinium sp
Amphientulus sinensis
Amphiesma stolatum
Amphiglossa celans
Amphiglossus crenni
Amphiglossus mandady
Amphiglossus mandokava
Amphiglossus melanopleura
Amphiglossus praeornatus
Amphiglossus punctatus
Amphiglossus reticulatus
Amphiglossus sp
Amphilius caudosignatus
Amphilius dimonikensis
Amphilius korupi
Amphilius mamonekenensis
Amphilius natalensis
Amphilius uranoscopus
Amphilogia gyrosa
Amphilogia major
Amphimas pterocarpoides
Amphiprion akallopisos
Amphiprion percula
Amphiroa bowerbankii
Amphiroa ephedraea
Amphitetranychus viennensis
Amphitmetus transversus
Amphiura ungulata
Amphora pediculus
Amphora tanganyikae
Amphora thromboliticola
Amphora veneta
Amplicaecum sp
Amycolatopsis alba
Amycolatopsis coloradensis
Amycolatopsis mediterranei
Amycolatopsis orientalis
Amycolatopsis sp
Amyloflagellula inflata
Amylostereum areolatum
Amylostereum chailletii
Amynthas corticis
Amynthas gracilis
Amynthas minimus
Amynthas rodericensis
Amynthas sp
Anabaena aphanizomenoides
Anabaena austro-africana
Anabaena flos-aquae
Anabaena siamensis
Anabaena sp
Anabaena ucrainica
Anabaenopsis abijatae
Anabaenopsis arnoldii
Anabaenopsis elenkinii
Anabas breviventralis
Anabasis aretioides
Anabasis articulata
Anacamptis morio
Anacardium occidentale
Anachalcos convexus
Anacharoides striaticeps
Anacolosa pervilleana
Anacridium melanorhodon
Anacyclus clavatus
Anacyclus pyrethrum
Anadara natalensis
Anadasynus cameroonensis
Anadonta cygnea
Anaerobiospirillum succiniciproducens
Anagallis arvensis
Anagraphis vitellina
Anagrus atomus
Anagyris foetida
Anagyrus mangicola
Anagyrus pseudococci
Anagyrus sp
Ananas comosus
Anancus kenyensis
Anaphalioides bellidioides
Anaphe panda
Anaphragma mirabile
Anaplasma bovis
Anaplasma centrale
Anaplasma marginale
Anaplasma ovis
Anaplasma phagocytophila
Anaplasma phagocytophilum
Anaplasma platys
Anaplasma sp
Anaplectes rubriceps
Anas bernieri
Anas capensis
Anas erythrorhyncha
Anas melleri
Anas platyrhynchos
Anas smithii
Anas undulata
Anastatus sp
Anastrabe integerrima
Anastrepha fraterculus
Anastrepha ludens
Anastrepha spp
Anastrophyllum auritum
Anax ephippiger
Anax imperator
Ancharius griseus
Anchitosia queenslandensis
Anchomanes difformis
Anchophthalmops foveipennis
Anchoviella commersonii
Ancistrocheirus lesueuri
Ancistrocheirus lesueurii
Ancistrocladus abbreviatus
Ancistrocladus congolensis
Ancistrocladus ealaensis
Ancistrocladus heyneanus
Ancistrocladus korupensis
Ancistrocladus likoko
Ancistrocladus robertsoniorum
Ancistrocladus uncinatus
Ancula gibbosa
Ancylobacter aquaticus
Ancylostoma braziliense
Ancylostoma caninum
Ancylostoma duodenale
Ancylostoma sp
Ancylostoma tubaeforme
Ancylostomum caninum
Ancylotherium hennigi
Ancylus fluviatilis
Ancyrodella curvata
Andesiops peruvianus
Andethele lucma
Andex insignis
Andrena bimaculata
Andrena discors
Andrena flavipes
Andrena haemorrhoa
Andrena lagopus
Andrena proxima
Andrena thoracica
Andrewsianthus marionensis
Andricus coriarius
Androctonus aeneas
Androctonus amoreuxi
Androctonus australis
Androctonus mauretanicus
Androctonus mauritanicus
Androcymbium gramineum
Andrographis paniculata
Androlaelaps capensis
Androngo alluaudi
Androngo crenni
Androngo elongatus
Androngo trivittatus
Andropadus curvirostris
Andropadus latirostris
Andropadus milanjensis
Andropadus tephrolaemus
Andropadus virens
Andropogon eucomus
Andropogon gayanus
Andropogon gerardii
Andropogon pseudapricus
Andropogon schirensis
Androstachys johnsonii
Androya decaryi
Anelaphinis kwangensis
Anelassorhynchus inanensis
Anelassorhynchus porcellus
Anelassorhynchus semoni
Anelosimus decaryi
Anelosimus kohi
Anelosimus nelsoni
Anelosimus pacificus
Anemia subgen
Anemone sect
Anemone somaliensis
Anemone species
Anemonia alicemartinae
Anemonia natalensis
Aneurinibacillus migulanus
Angeisonoceras reteornatum
Angelica acutiloba
Angiopteris evecta
Angiostrongylus cantonensis
Angiostrongylus vasorum
Angraecum bracteosum
Angraecum compactum
Angraecum curnowianum
Angraecum doratophyllum
Angraecum sesquipedale
Angraecum sororium
Angraecum striatum
Anguid lizard
Anguilla anguilla
Anguilla bicolor
Anguilla japonica
Anguilla marmorata
Anguilla mossambica
Anguilla nebulosa
Anguillicola crassus
Anguillicola papernai
Anguillicoloides crassus
Anguillospora longissima
Anguina woodi
Anhinga melanogaster
Anhinga pannonica
Anhydrophryne rattrayi
Anigozanthos flavidus
Anilocra capensis
Anilocra frontalis
Aningeria altissima
Aningeria robusta
Anisakis brevispiculata
Anisakis pegreffi
Anisakis pegreffii
Anisakis physeteris
Anisakis schupakovi
Anisakis sp
Anisakis typica
Anisakis ziphidarum
Anisocycla grandidieri
Anisodontea capensis
Anisomeridium terminatum
Anisopappus chinensis
Anisophyllea fallax
Anisopteromalus calandrae
Anisopus mannii
Anisothrix kuntzei
Annesorhiza macrocarpa
Annickia chlorantha
Annickia kummeriae
Annona arenaria
Annona muricata
Annona senegalensis
Annona squamosa
Annulohypoxylon leptascum
Anocentor nitens
Anochetus grandidieri
Anodendron formicinum
Anodonthyla boulengeri
Anodonthyla hutchisoni
Anodontia edentula
Anodontodora obenberger
Anogeissus leiocarpa
Anogeissus leiocarpus
Anolis carolinensis
Anolis equestris
Anolis sagrei
Anomalinoides flinti
Anomalinoides minimus
Anomalospiza imberbis
Anomalostomyia namibica
Anomalurus derbianus
Anomastraea irregularis
Anomatheca sect
Anomia achaeus
Anomis flava
Anomobryum julaceum
Anomoeoneis brachysira
Anomoeoneis sphaerophora
Anona senegalensis
Anonidium mannii
Anopheles albimanus
Anopheles arabienis
Anopheles arabiensis
Anopheles atroparvus
Anopheles azevedoi
Anopheles bwambae
Anopheles carnevalei
Anopheles coustani
Anopheles demeilloni
Anopheles freeborni
Anopheles funestus
Anopheles gambia
Anopheles gambiae
Anopheles ganibiae
Anopheles hancocki
Anopheles hispaniola
Anopheles implexus
Anopheles labranchiae
Anopheles larvae
Anopheles leesoni
Anopheles listeri
Anopheles longipalpis
Anopheles maculipennis
Anopheles marshallii
Anopheles mascarensis
Anopheles melas
Anopheles merus
Anopheles moucheti
Anopheles mousinhoi
Anopheles namibiensis
Anopheles nili
Anopheles okuensis
Anopheles ovengensis
Anopheles paludis
Anopheles parensis
Anopheles pharoensis
Anopheles pseudopunctipennis
Anopheles pseudowillmori
Anopheles quadriannulatus
Anopheles rivulorum
Anopheles seretsei
Anopheles sergenti
Anopheles sicaulti
Anopheles somalicus
Anopheles sp
Anopheles spp
Anopheles squamosus
Anopheles stephensi
Anopheles vaneedeni
Anopheles vinckei
Anopheles ziemanni
Anoplocephala gigantea
Anoplocephala gorillae
Anoplocephala magna
Anoplocnemis curvipes
Anoplolejeunea conferta
Anoplolepis custodiens
Anoplolepis steingroeveri
Anoplolepis tenella
Anoplopoma fimbria
Anotylus flavipennis
Anoualerpeton unicus
Anous stolidus
Anredera cordifolia
Ansellia africana
Antarctic krill
Antatlasia scabra
Antelope doria
Antennablennius bifilum
Anteon haladai
Anteon kwazuluense
Anteon terminale
Anteon tetense
Anteon zambianum
Antestiopsis lineaticollis
Antestiopsis spp
Anthelia glauca
Anthemis arvensis
Anthemis carpatica
Anthemis mixta
Anthemis tenuisecta
Anthene usamba
Anthephora pubescens
Anthephora schinzii
Anthericum apicicolum
Anthericum longistylum
